"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,0.984596480160718
1.57542,0,-170,5.16013226928586
1.57542,0,-160,3.66789183470665
1.57542,0,-150,24.9949083231231
1.57542,0,-140,13.71574012126
1.57542,0,-130,10.6096412624328
1.57542,0,-120,10.3585362029482
1.57542,0,-110,10.6122235774135
1.57542,0,-100,10.7839653017998
1.57542,0,-90,10.5448109716094
1.57542,0,-80,9.78509137061079
1.57542,0,-70,8.67350952217985
1.57542,0,-60,7.47562119494764
1.57542,0,-50,6.40880739202462
1.57542,0,-40,5.61270312839626
1.57542,0,-30,5.11944364056249
1.57542,0,-20,5.36657577965793
1.57542,0,-10,28.3683150191071
1.57542,0,0,2.10378510534831
1.57542,0,10,38.5823347924899
1.57542,0,20,4.53854802730681
1.57542,0,30,4.48701435304551
1.57542,0,40,5.10090142407291
1.57542,0,50,5.97441565949003
1.57542,0,60,7.10307688380984
1.57542,0,70,8.3623191479751
1.57542,0,80,9.54002276281066
1.57542,0,90,10.3594037204815
1.57542,0,100,10.6199676190387
1.57542,0,110,10.3864911241197
1.57542,0,120,9.97131194141703
1.57542,0,130,10.1838602855835
1.57542,0,140,14.7572673553785
1.57542,0,150,16.9316958123567
1.57542,0,160,6.29807461762634
1.57542,0,170,6.67717119769343
1.57542,0,180,0.984596480160713
