"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,1.76589415058542
1.57542,0,-170,6.97037724685242
1.57542,0,-160,3.60821597171891
1.57542,0,-150,35.4481454453508
1.57542,0,-140,11.8892515709629
1.57542,0,-130,9.66636007501597
1.57542,0,-120,10.1305416863679
1.57542,0,-110,10.8420386960608
1.57542,0,-100,11.2133328299045
1.57542,0,-90,10.976272710524
1.57542,0,-80,10.0992335702755
1.57542,0,-70,8.81613512167249
1.57542,0,-60,7.41605567915732
1.57542,0,-50,6.10327943389976
1.57542,0,-40,5.00368284535837
1.57542,0,-30,4.31723334148837
1.57542,0,-20,6.44760026919776
1.57542,0,-10,10.5341432226653
1.57542,0,0,2.971333726719
1.57542,0,10,9.12127480855923
1.57542,0,20,8.31374861647096
1.57542,0,30,5.43063013488362
1.57542,0,40,5.81317026733452
1.57542,0,50,6.80453655350957
1.57542,0,60,8.10150567655591
1.57542,0,70,9.5205966251707
1.57542,0,80,10.8192104863029
1.57542,0,90,11.6971477250466
1.57542,0,100,11.9528996204548
1.57542,0,110,11.6921082429297
1.57542,0,120,11.2204109460622
1.57542,0,130,10.9520006072704
1.57542,0,140,12.7944683747177
1.57542,0,150,41.0123226470162
1.57542,0,160,5.36268406579306
1.57542,0,170,6.81540912434343
1.57542,0,180,1.76589415058542
