"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,1.52724975636022
1.57542,0,-170,6.67290809269833
1.57542,0,-160,3.97784570971418
1.57542,0,-150,22.6882696916828
1.57542,0,-140,12.0617186403611
1.57542,0,-130,8.88434126310898
1.57542,0,-120,9.6696708980872
1.57542,0,-110,10.7457627863459
1.57542,0,-100,11.2344017887913
1.57542,0,-90,10.8934313886163
1.57542,0,-80,9.7814800311746
1.57542,0,-70,8.21542684579902
1.57542,0,-60,6.54423899466459
1.57542,0,-50,5.05857903558855
1.57542,0,-40,4.11561325127399
1.57542,0,-30,4.29887642757003
1.57542,0,-20,6.76322068794867
1.57542,0,-10,41.7650870984023
1.57542,0,0,7.5257614544745
1.57542,0,10,15.0162129090607
1.57542,0,20,12.0006869288176
1.57542,0,30,7.93912535449993
1.57542,0,40,7.06358500913445
1.57542,0,50,7.40880727260296
1.57542,0,60,8.44227190163971
1.57542,0,70,9.81498208745258
1.57542,0,80,11.2021372887326
1.57542,0,90,12.2397633397358
1.57542,0,100,12.660863985462
1.57542,0,110,12.5414486666925
1.57542,0,120,12.3011542593128
1.57542,0,130,13.0868583369728
1.57542,0,140,21.7188410316825
1.57542,0,150,11.9176899816558
1.57542,0,160,4.37103238355547
1.57542,0,170,7.27324693408327
1.57542,0,180,1.52724975636022
