"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,12.014007832225
1.57542,0,-170,10.8255523036119
1.57542,0,-160,8.03822844731177
1.57542,0,-150,3.05633896336601
1.57542,0,-140,4.02501711199833
1.57542,0,-130,4.49720673206956
1.57542,0,-120,5.80025347642349
1.57542,0,-110,7.14436436156176
1.57542,0,-100,7.6868046077174
1.57542,0,-90,7.24993200203783
1.57542,0,-80,6.05500037367226
1.57542,0,-70,4.46978023451407
1.57542,0,-60,2.81549320082549
1.57542,0,-50,1.27793729125234
1.57542,0,-40,0.521916404130484
1.57542,0,-30,1.81680333124488
1.57542,0,-20,3.22215450936668
1.57542,0,-10,4.09691120225228
1.57542,0,0,3.77962097585682
1.57542,0,10,3.84886676391686
1.57542,0,20,4.89461556555345
1.57542,0,30,6.09129328086723
1.57542,0,40,7.47818020678831
1.57542,0,50,9.26395979518322
1.57542,0,60,11.6110983486771
1.57542,0,70,14.6139369943698
1.57542,0,80,17.9677356707368
1.57542,0,90,20.0303982061866
1.57542,0,100,18.6797438712924
1.57542,0,110,15.2640589403563
1.57542,0,120,11.9839221292967
1.57542,0,130,9.31641054065884
1.57542,0,140,7.58162348132318
1.57542,0,150,9.27922814381966
1.57542,0,160,17.8515274431073
1.57542,0,170,14.7069925915929
1.57542,0,180,12.014007832225
