"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,1.97596058846524
1.57542,0,-170,4.66565144847787
1.57542,0,-160,4.37969576670903
1.57542,0,-150,27.4594403215843
1.57542,0,-140,12.7494149588243
1.57542,0,-130,10.1285479803956
1.57542,0,-120,10.3468241322338
1.57542,0,-110,10.8277961085212
1.57542,0,-100,11.0287536221276
1.57542,0,-90,10.7133712137874
1.57542,0,-80,9.83502213744784
1.57542,0,-70,8.59018796894794
1.57542,0,-60,7.2422441076128
1.57542,0,-50,5.98031009146796
1.57542,0,-40,4.89143931060883
1.57542,0,-30,3.97621442712056
1.57542,0,-20,4.55762889030748
1.57542,0,-10,17.8544004682221
1.57542,0,0,0.104104122216916
1.57542,0,10,18.6791935847896
1.57542,0,20,4.02540005573032
1.57542,0,30,3.67384510489024
1.57542,0,40,4.66177594802449
1.57542,0,50,5.81133872304476
1.57542,0,60,7.13794474384029
1.57542,0,70,8.54609723846248
1.57542,0,80,9.83328687758517
1.57542,0,90,10.7054317941234
1.57542,0,100,10.9248054504173
1.57542,0,110,10.5332192474817
1.57542,0,120,9.83419952681509
1.57542,0,130,9.46277469991761
1.57542,0,140,11.8187291546262
1.57542,0,150,36.6105856795203
1.57542,0,160,2.96597059876133
1.57542,0,170,4.08722607803701
1.57542,0,180,1.97596058846524
