"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,12.1252055864836
1.57542,0,-170,11.7421282420891
1.57542,0,-160,10.9525107015288
1.57542,0,-150,5.47999248379012
1.57542,0,-140,4.86980756546835
1.57542,0,-130,5.34379915010869
1.57542,0,-120,6.96024344747084
1.57542,0,-110,8.56077032360921
1.57542,0,-100,9.2771656086649
1.57542,0,-90,8.91595892371097
1.57542,0,-80,7.73131355659023
1.57542,0,-70,6.16431284400255
1.57542,0,-60,4.59034654834038
1.57542,0,-50,3.20491416478146
1.57542,0,-40,2.03310946133206
1.57542,0,-30,1.07541384951707
1.57542,0,-20,0.875037898878896
1.57542,0,-10,1.16568751786873
1.57542,0,0,0.348217581083116
1.57542,0,10,1.17886563061775
1.57542,0,20,2.35647825291467
1.57542,0,30,3.34373146842568
1.57542,0,40,4.57371969019964
1.57542,0,50,6.23182599610878
1.57542,0,60,8.31464236550908
1.57542,0,70,10.7251594513694
1.57542,0,80,13.0947304688976
1.57542,0,90,14.4554293727574
1.57542,0,100,13.8151770301998
1.57542,0,110,11.6611048916351
1.57542,0,120,9.18760309133906
1.57542,0,130,6.97338722514713
1.57542,0,140,6.25386456044911
1.57542,0,150,10.429187532599
1.57542,0,160,27.2940098436287
1.57542,0,170,14.168921356443
1.57542,0,180,12.1252055864836
