"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,9.31214551783492
1.57542,0,-170,9.05485068351714
1.57542,0,-160,4.3764538801809
1.57542,0,-150,3.25254363896176
1.57542,0,-140,4.70076486763763
1.57542,0,-130,5.58710031477219
1.57542,0,-120,7.07842071678847
1.57542,0,-110,8.41770785311488
1.57542,0,-100,8.86515847944796
1.57542,0,-90,8.29834420492965
1.57542,0,-80,6.98057825258951
1.57542,0,-70,5.31306288035824
1.57542,0,-60,3.63593535019697
1.57542,0,-50,2.12448467059929
1.57542,0,-40,0.857215547801601
1.57542,0,-30,0.95373613514885
1.57542,0,-20,2.15921663443416
1.57542,0,-10,2.94303050582725
1.57542,0,0,2.70750782817648
1.57542,0,10,2.9466150315186
1.57542,0,20,3.89999431170466
1.57542,0,30,4.91492512806668
1.57542,0,40,6.1627812450614
1.57542,0,50,7.84875490427251
1.57542,0,60,10.0977555962631
1.57542,0,70,12.9943137587238
1.57542,0,80,16.3501404944747
1.57542,0,90,18.8963843988729
1.57542,0,100,18.3569341373683
1.57542,0,110,15.1585224867908
1.57542,0,120,11.568133286969
1.57542,0,130,8.37986808131918
1.57542,0,140,5.98732506287328
1.57542,0,150,7.10556193377133
1.57542,0,160,14.0774403177419
1.57542,0,170,17.7093820796535
1.57542,0,180,9.31214551783495
