"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,2.36473325382301
1.57542,0,-170,2.29956544465272
1.57542,0,-160,3.20009010847917
1.57542,0,-150,28.3173783619505
1.57542,0,-140,14.3855217445527
1.57542,0,-130,11.6156443765659
1.57542,0,-120,11.6008270839837
1.57542,0,-110,11.9563072070659
1.57542,0,-100,12.0755364640883
1.57542,0,-90,11.6768565286267
1.57542,0,-80,10.7308182553982
1.57542,0,-70,9.46132612926535
1.57542,0,-60,8.13252182997977
1.57542,0,-50,6.93530356026698
1.57542,0,-40,6.11601815055822
1.57542,0,-30,6.77756421202534
1.57542,0,-20,17.1345599341405
1.57542,0,-10,5.62699119100439
1.57542,0,0,0.561651387064833
1.57542,0,10,5.71911426390842
1.57542,0,20,17.6276262825821
1.57542,0,30,6.82479908699732
1.57542,0,40,5.94633977893227
1.57542,0,50,6.61759390411101
1.57542,0,60,7.70642684896587
1.57542,0,70,8.94306671533773
1.57542,0,80,10.1059233317928
1.57542,0,90,10.9117034303208
1.57542,0,100,11.1396203241282
1.57542,0,110,10.8115909335436
1.57542,0,120,10.1126113218177
1.57542,0,130,9.34532848405329
1.57542,0,140,10.2292091538044
1.57542,0,150,21.5690423788522
1.57542,0,160,7.78149274476806
1.57542,0,170,1.42709634810061
1.57542,0,180,2.36473325382301
