"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,10.4830788424141
1.57542,0,-170,12.739968976335
1.57542,0,-160,5.9016916555295
1.57542,0,-150,3.69374327006395
1.57542,0,-140,5.16245703139118
1.57542,0,-130,5.78045731813014
1.57542,0,-120,6.94568744613545
1.57542,0,-110,8.22675797674549
1.57542,0,-100,8.82311234507924
1.57542,0,-90,8.43925268910387
1.57542,0,-80,7.25912181240877
1.57542,0,-70,5.679835054746
1.57542,0,-60,4.04761235652709
1.57542,0,-50,2.53211458572354
1.57542,0,-40,1.14050235305903
1.57542,0,-30,0.520218857668799
1.57542,0,-20,1.79219963439488
1.57542,0,-10,2.65138912368962
1.57542,0,0,2.16729298550317
1.57542,0,10,1.99490682133443
1.57542,0,20,3.1668383278497
1.57542,0,30,4.41001552745117
1.57542,0,40,5.77800551870099
1.57542,0,50,7.44508659845502
1.57542,0,60,9.47803362517384
1.57542,0,70,11.8391712355191
1.57542,0,80,14.186264615175
1.57542,0,90,15.5420382312184
1.57542,0,100,14.8989875729453
1.57542,0,110,12.7609307943856
1.57542,0,120,10.2990378150093
1.57542,0,130,7.8901259833696
1.57542,0,140,5.92532538553118
1.57542,0,150,7.18966677051697
1.57542,0,160,12.6283272055676
1.57542,0,170,21.8966033837484
1.57542,0,180,10.4830788424141
