"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,48.5107510720698
1.57542,0,-170,13.7889016934226
1.57542,0,-160,8.54101835953787
1.57542,0,-150,3.05751270365402
1.57542,0,-140,2.84692562611389
1.57542,0,-130,4.37150101312381
1.57542,0,-120,5.32508806715789
1.57542,0,-110,6.30944607938826
1.57542,0,-100,7.35681140827244
1.57542,0,-90,8.0188785263033
1.57542,0,-80,8.02161077214386
1.57542,0,-70,7.48829191213667
1.57542,0,-60,6.71106056206004
1.57542,0,-50,5.94217794059066
1.57542,0,-40,5.38845906937702
1.57542,0,-30,5.24623906465111
1.57542,0,-20,5.60000579799143
1.57542,0,-10,6.49675010102917
1.57542,0,0,1.86628066431448
1.57542,0,10,5.05032400604767
1.57542,0,20,4.99305814416844
1.57542,0,30,5.01270848674901
1.57542,0,40,5.41103707254419
1.57542,0,50,6.16317745057307
1.57542,0,60,7.1261034433626
1.57542,0,70,8.16353823182343
1.57542,0,80,9.07278670037182
1.57542,0,90,9.49112804018715
1.57542,0,100,9.05188635274851
1.57542,0,110,7.82051521920736
1.57542,0,120,6.3380735511818
1.57542,0,130,4.91015497238378
1.57542,0,140,3.03239642043188
1.57542,0,150,2.07858630088185
1.57542,0,160,6.7925762638755
1.57542,0,170,10.2850347611541
1.57542,0,180,48.5107510720925
