"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,10.6291525689532
1.57542,0,-170,12.6311736982785
1.57542,0,-160,8.0441210249369
1.57542,0,-150,2.24950032057475
1.57542,0,-140,4.16261852314759
1.57542,0,-130,5.55316399456311
1.57542,0,-120,7.29374510961896
1.57542,0,-110,8.70444997052145
1.57542,0,-100,9.16713930273929
1.57542,0,-90,8.61554412984401
1.57542,0,-80,7.31906306632595
1.57542,0,-70,5.66381197950914
1.57542,0,-60,3.97011583103566
1.57542,0,-50,2.39825494213894
1.57542,0,-40,0.951736825002594
1.57542,0,-30,0.552612035116212
1.57542,0,-20,1.92406703364485
1.57542,0,-10,2.81516880295934
1.57542,0,0,2.52697274871043
1.57542,0,10,2.63822543980366
1.57542,0,20,3.73592813091212
1.57542,0,30,4.88132799976093
1.57542,0,40,6.15653908205415
1.57542,0,50,7.75468227526319
1.57542,0,60,9.78283654230846
1.57542,0,70,12.2593455088546
1.57542,0,80,14.8973420041442
1.57542,0,90,16.6424974488583
1.57542,0,100,16.1728029366296
1.57542,0,110,13.9362262354668
1.57542,0,120,11.3057516242711
1.57542,0,130,8.72846071338861
1.57542,0,140,6.64420009809807
1.57542,0,150,8.13575622797364
1.57542,0,160,15.8140587200322
1.57542,0,170,17.7013817478895
1.57542,0,180,10.6291525689532
