"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,0.190842931453839
1.57542,0,-170,3.979285228753
1.57542,0,-160,6.65722052248344
1.57542,0,-150,27.4906083070813
1.57542,0,-140,12.1620854362145
1.57542,0,-130,10.0944430767047
1.57542,0,-120,10.6320863189166
1.57542,0,-110,11.3052639043655
1.57542,0,-100,11.5994575090439
1.57542,0,-90,11.2896640117522
1.57542,0,-80,10.3786569274041
1.57542,0,-70,9.11717432074316
1.57542,0,-60,7.80429147701929
1.57542,0,-50,6.6644172664398
1.57542,0,-40,5.91759713740691
1.57542,0,-30,6.37418065311017
1.57542,0,-20,14.3538388064819
1.57542,0,-10,5.7116759248237
1.57542,0,0,0.292713116538827
1.57542,0,10,6.07004399828309
1.57542,0,20,12.6265022137432
1.57542,0,30,5.61333513465734
1.57542,0,40,5.44809190798649
1.57542,0,50,6.33637517923568
1.57542,0,60,7.53156946875871
1.57542,0,70,8.85807300482601
1.57542,0,80,10.1192498971986
1.57542,0,90,11.0354854472138
1.57542,0,100,11.3748142259042
1.57542,0,110,11.1473533746649
1.57542,0,120,10.5487927819331
1.57542,0,130,9.97361162905399
1.57542,0,140,11.6592394533942
1.57542,0,150,30.6276977019515
1.57542,0,160,4.7870384975616
1.57542,0,170,4.14935803891848
1.57542,0,180,0.190842931453832
