"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.79142144429261
1.57542,0,-170,3.13868834096313
1.57542,0,-160,7.30617890788071
1.57542,0,-150,29.43038026418
1.57542,0,-140,15.4459093689368
1.57542,0,-130,11.2121705709601
1.57542,0,-120,9.21200274003339
1.57542,0,-110,7.87066217073316
1.57542,0,-100,6.82925701074013
1.57542,0,-90,5.94040041176586
1.57542,0,-80,5.14102017756623
1.57542,0,-70,4.446099789439
1.57542,0,-60,3.9301558895539
1.57542,0,-50,3.69810399196414
1.57542,0,-40,3.81901571402997
1.57542,0,-30,4.2372230582326
1.57542,0,-20,4.77930772577626
1.57542,0,-10,5.24572261966054
1.57542,0,0,5.48747176830783
1.57542,0,10,5.44965501077551
1.57542,0,20,5.18340773379682
1.57542,0,30,4.82163310410532
1.57542,0,40,4.52509059631614
1.57542,0,50,4.4182589913659
1.57542,0,60,4.54865750903762
1.57542,0,70,4.89873293844983
1.57542,0,80,5.428729564082
1.57542,0,90,6.10917392940532
1.57542,0,100,6.93842775205561
1.57542,0,110,7.95142726807489
1.57542,0,120,9.2413868826749
1.57542,0,130,11.1358838760258
1.57542,0,140,15.249673879248
1.57542,0,150,29.159247687184
1.57542,0,160,7.54506767917877
1.57542,0,170,3.89968639684429
1.57542,0,180,4.7914214442926
