"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.95336020863234
1.57542,0,-170,3.2835329045759
1.57542,0,-160,7.88163982520145
1.57542,0,-150,66.4396622505562
1.57542,0,-140,14.3075877841085
1.57542,0,-130,10.8192688699326
1.57542,0,-120,9.08143349018509
1.57542,0,-110,7.84496783108318
1.57542,0,-100,6.83392405186643
1.57542,0,-90,5.94004602647701
1.57542,0,-80,5.11560335546164
1.57542,0,-70,4.37491160745113
1.57542,0,-60,3.78866485847484
1.57542,0,-50,3.47021471904426
1.57542,0,-40,3.51495785830796
1.57542,0,-30,3.88521128177388
1.57542,0,-20,4.40037605834902
1.57542,0,-10,4.84851038025686
1.57542,0,0,5.0741149380579
1.57542,0,10,5.01984649860101
1.57542,0,20,4.73782605870304
1.57542,0,30,4.36814510621622
1.57542,0,40,4.08570153310776
1.57542,0,50,4.02609591240503
1.57542,0,60,4.22977825702583
1.57542,0,70,4.65770471642225
1.57542,0,80,5.25164598120714
1.57542,0,90,5.97386154937271
1.57542,0,100,6.82257025075111
1.57542,0,110,7.83620337739337
1.57542,0,120,9.10750124245221
1.57542,0,130,10.9465538971686
1.57542,0,140,14.8778926710127
1.57542,0,150,31.4494254636307
1.57542,0,160,7.69717985833946
1.57542,0,170,4.10827790840016
1.57542,0,180,4.95336020863234
