"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,2.99086142030781
1.57542,0,-170,2.49152899144674
1.57542,0,-160,9.87606255862656
1.57542,0,-150,27.9020401274014
1.57542,0,-140,14.3233823085943
1.57542,0,-130,11.78647177558
1.57542,0,-120,10.4586462045292
1.57542,0,-110,9.43034897671176
1.57542,0,-100,8.50942007311681
1.57542,0,-90,7.61084640712028
1.57542,0,-80,6.69365186405221
1.57542,0,-70,5.76693265887643
1.57542,0,-60,4.87333890715928
1.57542,0,-50,4.08108952461289
1.57542,0,-40,3.4921978065419
1.57542,0,-30,3.21263889657269
1.57542,0,-20,3.2393373662015
1.57542,0,-10,3.41260263996591
1.57542,0,0,3.54800832151937
1.57542,0,10,3.55984229178408
1.57542,0,20,3.49000452731065
1.57542,0,30,3.47840954846086
1.57542,0,40,3.67735681361003
1.57542,0,50,4.14504733906446
1.57542,0,60,4.83262275595241
1.57542,0,70,5.65805608682819
1.57542,0,80,6.55574908466328
1.57542,0,90,7.48836558176016
1.57542,0,100,8.45478940683421
1.57542,0,110,9.49546592700654
1.57542,0,120,10.6990718453767
1.57542,0,130,12.3498540018897
1.57542,0,140,15.9434184747818
1.57542,0,150,31.6943460521704
1.57542,0,160,7.87899127420853
1.57542,0,170,2.90064467125876
1.57542,0,180,2.9908614203078
