"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,3.88636429963938
1.57542,0,-170,2.22294171933369
1.57542,0,-160,7.8849547921641
1.57542,0,-150,47.8306767194977
1.57542,0,-140,14.5564783958124
1.57542,0,-130,11.3578940765106
1.57542,0,-120,9.79846991324403
1.57542,0,-110,8.68499889854968
1.57542,0,-100,7.75426057248807
1.57542,0,-90,6.8907075927206
1.57542,0,-80,6.03313130541329
1.57542,0,-70,5.17776447915322
1.57542,0,-60,4.36618479753229
1.57542,0,-50,3.68064430388187
1.57542,0,-40,3.24587743202343
1.57542,0,-30,3.16270599607753
1.57542,0,-20,3.3693212485514
1.57542,0,-10,3.65828021722217
1.57542,0,0,3.84073555654219
1.57542,0,10,3.83795858795387
1.57542,0,20,3.69424954582513
1.57542,0,30,3.55376453775256
1.57542,0,40,3.59423139651484
1.57542,0,50,3.91835415934568
1.57542,0,60,4.5015452374989
1.57542,0,70,5.25631337136904
1.57542,0,80,6.1051815008723
1.57542,0,90,7.00766772620813
1.57542,0,100,7.97204206775884
1.57542,0,110,9.06089132192139
1.57542,0,120,10.4080674180588
1.57542,0,130,12.4237029091952
1.57542,0,140,17.231466483159
1.57542,0,150,22.3916541589142
1.57542,0,160,6.44754411099205
1.57542,0,170,3.11042129658325
1.57542,0,180,3.88636429963938
