"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,3.32018121265187
1.57542,0,-170,3.63335716342667
1.57542,0,-160,11.895153053487
1.57542,0,-150,25.8921829613188
1.57542,0,-140,16.1254813402092
1.57542,0,-130,14.2715019366111
1.57542,0,-120,13.2334887494819
1.57542,0,-110,12.3052915127658
1.57542,0,-100,11.3603429971405
1.57542,0,-90,10.3371704562351
1.57542,0,-80,9.21905170493217
1.57542,0,-70,8.04215906028277
1.57542,0,-60,6.86331017147038
1.57542,0,-50,5.74325293996223
1.57542,0,-40,4.7561425036079
1.57542,0,-30,3.99401274962317
1.57542,0,-20,3.52899084572565
1.57542,0,-10,3.34126668672049
1.57542,0,0,3.32207165453697
1.57542,0,10,3.38645345009765
1.57542,0,20,3.55175826019944
1.57542,0,30,3.90159480863176
1.57542,0,40,4.48619174643298
1.57542,0,50,5.27555452927886
1.57542,0,60,6.19953227792857
1.57542,0,70,7.19403773273728
1.57542,0,80,8.21194790032492
1.57542,0,90,9.21976188113907
1.57542,0,100,10.2036147652477
1.57542,0,110,11.174615936488
1.57542,0,120,12.1533154554071
1.57542,0,130,13.2255229694979
1.57542,0,140,15.1270804184343
1.57542,0,150,26.1753247866912
1.57542,0,160,10.7429773981564
1.57542,0,170,4.05411347551797
1.57542,0,180,3.32018121265187
