"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,3.61985016907436
1.57542,0,-170,4.3941899153587
1.57542,0,-160,12.5294549911284
1.57542,0,-150,23.5024390668277
1.57542,0,-140,15.2467380410762
1.57542,0,-130,13.7871756438066
1.57542,0,-120,13.0468434643384
1.57542,0,-110,12.3352684490775
1.57542,0,-100,11.5256635157477
1.57542,0,-90,10.5648970724526
1.57542,0,-80,9.45295128098247
1.57542,0,-70,8.24687778505298
1.57542,0,-60,7.02352643394984
1.57542,0,-50,5.85790421695246
1.57542,0,-40,4.83024178742278
1.57542,0,-30,4.03231332502385
1.57542,0,-20,3.53575324243367
1.57542,0,-10,3.32584024222014
1.57542,0,0,3.30218016033785
1.57542,0,10,3.38560821458734
1.57542,0,20,3.59193227642708
1.57542,0,30,3.99167894500997
1.57542,0,40,4.61764061159461
1.57542,0,50,5.43087057407436
1.57542,0,60,6.35878526572716
1.57542,0,70,7.33232760502576
1.57542,0,80,8.29483886621074
1.57542,0,90,9.20490288731301
1.57542,0,100,10.051361000462
1.57542,0,110,10.8597487253645
1.57542,0,120,11.6668709967346
1.57542,0,130,12.5790820176731
1.57542,0,140,14.391917083857
1.57542,0,150,25.1798671676754
1.57542,0,160,11.1171799925385
1.57542,0,170,4.49093330981069
1.57542,0,180,3.61985016907436
