"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,1.94274200399865
1.57542,0,-170,2.46522863794098
1.57542,0,-160,10.3712569922041
1.57542,0,-150,28.7850840418065
1.57542,0,-140,15.6408780320084
1.57542,0,-130,13.4528728337663
1.57542,0,-120,12.3069763403915
1.57542,0,-110,11.3245353409611
1.57542,0,-100,10.3322034481241
1.57542,0,-90,9.26577498717324
1.57542,0,-80,8.12169557815839
1.57542,0,-70,6.94646590372049
1.57542,0,-60,5.80130251752947
1.57542,0,-50,4.74904045864171
1.57542,0,-40,3.86858004293078
1.57542,0,-30,3.25936878511266
1.57542,0,-20,2.979749168406
1.57542,0,-10,2.9517547307457
1.57542,0,0,3.01162548559859
1.57542,0,10,3.06376254220561
1.57542,0,20,3.14354936174047
1.57542,0,30,3.36802305153271
1.57542,0,40,3.82254309039814
1.57542,0,50,4.49388855408225
1.57542,0,60,5.31269891247708
1.57542,0,70,6.21190545202483
1.57542,0,80,7.14118989460692
1.57542,0,90,8.06332983654642
1.57542,0,100,8.96185814892685
1.57542,0,110,9.8521202239948
1.57542,0,120,10.7772395304426
1.57542,0,130,11.8941955526868
1.57542,0,140,14.1750145778203
1.57542,0,150,29.0463271922041
1.57542,0,160,9.46413428323479
1.57542,0,170,2.66485309809651
1.57542,0,180,1.94274200399865
