"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.10070923699909
1.57542,0,-170,2.8049997573399
1.57542,0,-160,8.23674183658702
1.57542,0,-150,44.2415568604457
1.57542,0,-140,15.25248439029
1.57542,0,-130,11.7422963883814
1.57542,0,-120,10.0096540536488
1.57542,0,-110,8.76908586933975
1.57542,0,-100,7.73803635616418
1.57542,0,-90,6.79615555391458
1.57542,0,-80,5.88284009480842
1.57542,0,-70,5.00051535283567
1.57542,0,-60,4.20339166251053
1.57542,0,-50,3.59110421613225
1.57542,0,-40,3.29308474010058
1.57542,0,-30,3.36733123493867
1.57542,0,-20,3.68957869472505
1.57542,0,-10,4.03584143736501
1.57542,0,0,4.22929701601567
1.57542,0,10,4.20273960575524
1.57542,0,20,4.00575759988784
1.57542,0,30,3.77961003285877
1.57542,0,40,3.69567864002007
1.57542,0,50,3.86469563600827
1.57542,0,60,4.28706600427231
1.57542,0,70,4.89862746052767
1.57542,0,80,5.6346194941363
1.57542,0,90,6.4540265986438
1.57542,0,100,7.34867787196192
1.57542,0,110,8.34921652184303
1.57542,0,120,9.5356963278511
1.57542,0,130,11.1833756739218
1.57542,0,140,14.6935449426495
1.57542,0,150,36.9457615770533
1.57542,0,160,7.91491189869044
1.57542,0,170,3.58736085079435
1.57542,0,180,4.10070923699909
