"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,3.93208511949638
1.57542,0,-170,2.50181512010179
1.57542,0,-160,7.97739340392108
1.57542,0,-150,42.3021152806671
1.57542,0,-140,13.895568988887
1.57542,0,-130,10.7024834606752
1.57542,0,-120,9.18201049822945
1.57542,0,-110,8.12707748752655
1.57542,0,-100,7.25886192306708
1.57542,0,-90,6.44327758509593
1.57542,0,-80,5.60777902742145
1.57542,0,-70,4.7489024052061
1.57542,0,-60,3.9143053304568
1.57542,0,-50,3.19717177713976
1.57542,0,-40,2.74821541395216
1.57542,0,-30,2.6978723595018
1.57542,0,-20,2.96306089986827
1.57542,0,-10,3.29259736184547
1.57542,0,0,3.48418120090141
1.57542,0,10,3.4636603357096
1.57542,0,20,3.28470212126207
1.57542,0,30,3.1069725419281
1.57542,0,40,3.12784854999978
1.57542,0,50,3.4502583428097
1.57542,0,60,4.02435699251003
1.57542,0,70,4.74292241943088
1.57542,0,80,5.52399573741204
1.57542,0,90,6.32757309215252
1.57542,0,100,7.16083045925441
1.57542,0,110,8.07970259382974
1.57542,0,120,9.18957819030856
1.57542,0,130,10.7968066389515
1.57542,0,140,14.4505948743767
1.57542,0,150,30.1260388058623
1.57542,0,160,6.91085712045122
1.57542,0,170,3.25053346435207
1.57542,0,180,3.93208511949638
