"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,5.6298898172386
1.57542,0,-170,3.17929209414852
1.57542,0,-160,4.85022757662298
1.57542,0,-150,20.4185720717024
1.57542,0,-140,16.3941555045522
1.57542,0,-130,10.8147040361975
1.57542,0,-120,8.32958733996163
1.57542,0,-110,6.69853430390795
1.57542,0,-100,5.46811855005375
1.57542,0,-90,4.46935720477793
1.57542,0,-80,3.62751486975608
1.57542,0,-70,2.96965486460896
1.57542,0,-60,2.6318709681551
1.57542,0,-50,2.76290190263053
1.57542,0,-40,3.31707452649107
1.57542,0,-30,4.08270349421927
1.57542,0,-20,4.84341875853336
1.57542,0,-10,5.42021207923075
1.57542,0,0,5.68559770024272
1.57542,0,10,5.59227601646564
1.57542,0,20,5.18945394914948
1.57542,0,30,4.60702182625982
1.57542,0,40,4.01707056369406
1.57542,0,50,3.5914603208473
1.57542,0,60,3.45435527088851
1.57542,0,70,3.63523428933099
1.57542,0,80,4.08034556244483
1.57542,0,90,4.72614781433502
1.57542,0,100,5.55544920201649
1.57542,0,110,6.61194557530588
1.57542,0,120,8.02448066933469
1.57542,0,130,10.2301520867844
1.57542,0,140,15.4387593463941
1.57542,0,150,20.3320712532659
1.57542,0,160,4.77448985178367
1.57542,0,170,3.72129845827544
1.57542,0,180,5.6298898172386
