"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.4252272911229
1.57542,0,-170,2.62602864131987
1.57542,0,-160,7.2706639505263
1.57542,0,-150,31.9894995444168
1.57542,0,-140,14.7615448199425
1.57542,0,-130,10.968105382735
1.57542,0,-120,9.29852879888295
1.57542,0,-110,8.20989728293543
1.57542,0,-100,7.31307214348094
1.57542,0,-90,6.43505346533912
1.57542,0,-80,5.51510203731329
1.57542,0,-70,4.58135750665271
1.57542,0,-60,3.71281116836883
1.57542,0,-50,3.03582687614799
1.57542,0,-40,2.72651007903975
1.57542,0,-30,2.8677781412798
1.57542,0,-20,3.28214013199928
1.57542,0,-10,3.69386637490997
1.57542,0,0,3.91218899695548
1.57542,0,10,3.86853326851689
1.57542,0,20,3.614237721145
1.57542,0,30,3.30478426257886
1.57542,0,40,3.15307621543032
1.57542,0,50,3.31593262846902
1.57542,0,60,3.78436324123792
1.57542,0,70,4.44062595236449
1.57542,0,80,5.17407032198485
1.57542,0,90,5.92185667861093
1.57542,0,100,6.67516875270456
1.57542,0,110,7.47565103566254
1.57542,0,120,8.40562860635091
1.57542,0,130,9.68754560723383
1.57542,0,140,12.3791707177101
1.57542,0,150,28.0652775594773
1.57542,0,160,8.87172546160038
1.57542,0,170,4.22999796684583
1.57542,0,180,4.4252272911229
