"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.38081421782402
1.57542,0,-170,2.80841592730701
1.57542,0,-160,8.98988433533589
1.57542,0,-150,28.7552939526868
1.57542,0,-140,13.090267555553
1.57542,0,-130,10.0971000225446
1.57542,0,-120,8.53297043539746
1.57542,0,-110,7.37800201482746
1.57542,0,-100,6.40008139432839
1.57542,0,-90,5.50549932890819
1.57542,0,-80,4.65250103764691
1.57542,0,-70,3.86285910166677
1.57542,0,-60,3.22596868743281
1.57542,0,-50,2.8904035264507
1.57542,0,-40,2.97435732471637
1.57542,0,-30,3.40518561265268
1.57542,0,-20,3.9601231334371
1.57542,0,-10,4.42152607223159
1.57542,0,0,4.64131728414912
1.57542,0,10,4.56296774764564
1.57542,0,20,4.23148511139005
1.57542,0,30,3.78238314181643
1.57542,0,40,3.40784137379299
1.57542,0,50,3.29214351738248
1.57542,0,60,3.51472824323662
1.57542,0,70,4.02053987223523
1.57542,0,80,4.70823075808282
1.57542,0,90,5.50666009083601
1.57542,0,100,6.39794631228306
1.57542,0,110,7.42034790864529
1.57542,0,120,8.67674131499909
1.57542,0,130,10.4848440386332
1.57542,0,140,14.3573044033127
1.57542,0,150,31.9975944892751
1.57542,0,160,7.50128491113787
1.57542,0,170,3.83160356788644
1.57542,0,180,4.38081421782402
