"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,3.58251335280622
1.57542,0,-170,2.25997605210641
1.57542,0,-160,8.97757729099471
1.57542,0,-150,29.3672770106914
1.57542,0,-140,13.8124692163319
1.57542,0,-130,11.2853871864464
1.57542,0,-120,10.0872746520466
1.57542,0,-110,9.18843227320239
1.57542,0,-100,8.35323902537931
1.57542,0,-90,7.47767807210464
1.57542,0,-80,6.52361758932055
1.57542,0,-70,5.51327189606865
1.57542,0,-60,4.49848348647145
1.57542,0,-50,3.54910864572041
1.57542,0,-40,2.77551955500336
1.57542,0,-30,2.33654874886733
1.57542,0,-20,2.30058339750885
1.57542,0,-10,2.48272400701162
1.57542,0,0,2.63608556885592
1.57542,0,10,2.65414652398019
1.57542,0,20,2.59260642388149
1.57542,0,30,2.62958254363067
1.57542,0,40,2.93909054530143
1.57542,0,50,3.53727303169548
1.57542,0,60,4.32099846180229
1.57542,0,70,5.18956145778643
1.57542,0,80,6.08099284664641
1.57542,0,90,6.96762007541865
1.57542,0,100,7.86119356347813
1.57542,0,110,8.8208449667363
1.57542,0,120,9.95719584413788
1.57542,0,130,11.5711206756829
1.57542,0,140,15.1711538050565
1.57542,0,150,30.7271395855129
1.57542,0,160,7.3791583584701
1.57542,0,170,3.43142822313245
1.57542,0,180,3.58251335280623
