"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,5.21956407363409
1.57542,0,-170,3.53654136119581
1.57542,0,-160,9.98814977193273
1.57542,0,-150,22.3620783017298
1.57542,0,-140,12.0366011793895
1.57542,0,-130,9.66947760428256
1.57542,0,-120,8.40134596563206
1.57542,0,-110,7.43036222935342
1.57542,0,-100,6.59016873018024
1.57542,0,-90,5.81190953402918
1.57542,0,-80,5.06184319407177
1.57542,0,-70,4.35805545855524
1.57542,0,-60,3.77039694170337
1.57542,0,-50,3.41101949442166
1.57542,0,-40,3.38496430035089
1.57542,0,-30,3.67777193322151
1.57542,0,-20,4.12579894600682
1.57542,0,-10,4.5228244018757
1.57542,0,0,4.71540554274524
1.57542,0,10,4.64610768351344
1.57542,0,20,4.36566415032249
1.57542,0,30,4.01784445749152
1.57542,0,40,3.79375681350906
1.57542,0,50,3.84752233638898
1.57542,0,60,4.21365975219127
1.57542,0,70,4.82609591470403
1.57542,0,80,5.60601835087692
1.57542,0,90,6.51292787330182
1.57542,0,100,7.55866855034424
1.57542,0,110,8.80985549693085
1.57542,0,120,10.4081721324616
1.57542,0,130,12.7829060102438
1.57542,0,140,18.1776562221737
1.57542,0,150,21.9377126455273
1.57542,0,160,7.16756269756679
1.57542,0,170,4.77159100675394
1.57542,0,180,5.2195640736341
