"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,2.71161523446165
1.57542,0,-170,4.75395155862848
1.57542,0,-160,14.3449129305653
1.57542,0,-150,19.862369495202
1.57542,0,-140,14.397548634778
1.57542,0,-130,13.7395836591097
1.57542,0,-120,13.4357604792835
1.57542,0,-110,12.9334255532349
1.57542,0,-100,12.1742528426662
1.57542,0,-90,11.1585738987957
1.57542,0,-80,9.94046280123366
1.57542,0,-70,8.61868615056174
1.57542,0,-60,7.28482246951554
1.57542,0,-50,6.00459873437782
1.57542,0,-40,4.83580506870246
1.57542,0,-30,3.84898807988133
1.57542,0,-20,3.12366502684011
1.57542,0,-10,2.70701324099131
1.57542,0,0,2.57377562443088
1.57542,0,10,2.67161678899542
1.57542,0,20,2.9968381903039
1.57542,0,30,3.57129190554182
1.57542,0,40,4.37785541042487
1.57542,0,50,5.35784477135481
1.57542,0,60,6.44324642512791
1.57542,0,70,7.5709883132132
1.57542,0,80,8.67694193883435
1.57542,0,90,9.69167460269359
1.57542,0,100,10.5568705983454
1.57542,0,110,11.2453372361476
1.57542,0,120,11.7430857075356
1.57542,0,130,12.0814908215588
1.57542,0,140,12.8581119214916
1.57542,0,150,19.0479025851397
1.57542,0,160,13.1844871225374
1.57542,0,170,4.53850866939436
1.57542,0,180,2.71161523446165
