"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,1.29343610489105
1.57542,0,-170,3.25601470367876
1.57542,0,-160,12.6755319909667
1.57542,0,-150,18.600551353302
1.57542,0,-140,12.0724838348093
1.57542,0,-130,10.8988377354633
1.57542,0,-120,10.3739925291329
1.57542,0,-110,9.87466372405721
1.57542,0,-100,9.28183550609171
1.57542,0,-90,8.52041246007326
1.57542,0,-80,7.56949459290135
1.57542,0,-70,6.48116125615094
1.57542,0,-60,5.33127914910892
1.57542,0,-50,4.18334307326559
1.57542,0,-40,3.09085069167897
1.57542,0,-30,2.1138769712318
1.57542,0,-20,1.32793699638675
1.57542,0,-10,0.816544973572313
1.57542,0,0,0.629352499470838
1.57542,0,10,0.737143597817992
1.57542,0,20,1.13491001473725
1.57542,0,30,1.80690540654378
1.57542,0,40,2.6827456553267
1.57542,0,50,3.68358811532022
1.57542,0,60,4.74292790992404
1.57542,0,70,5.80530893005729
1.57542,0,80,6.81684958944354
1.57542,0,90,7.7249935293102
1.57542,0,100,8.50070584233148
1.57542,0,110,9.15953820204468
1.57542,0,120,9.74087224331597
1.57542,0,130,10.3521621946359
1.57542,0,140,11.8056214562213
1.57542,0,150,21.6255676236872
1.57542,0,160,9.62788137324574
1.57542,0,170,2.44103952183247
1.57542,0,180,1.29343610489105
