"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,1.22832741004265
1.57542,0,-170,2.85932463858705
1.57542,0,-160,11.2827650380561
1.57542,0,-150,23.5933005413383
1.57542,0,-140,15.2876804005163
1.57542,0,-130,14.2328931893711
1.57542,0,-120,13.720057576287
1.57542,0,-110,13.1028405643305
1.57542,0,-100,12.3120273880053
1.57542,0,-90,11.3134318799564
1.57542,0,-80,10.1165938746623
1.57542,0,-70,8.79699312489664
1.57542,0,-60,7.44752683464142
1.57542,0,-50,6.14407022880402
1.57542,0,-40,4.95000774918845
1.57542,0,-30,3.93237890923646
1.57542,0,-20,3.16373321967251
1.57542,0,-10,2.69728375966304
1.57542,0,0,2.53573118815931
1.57542,0,10,2.65058302134318
1.57542,0,20,3.02970126102147
1.57542,0,30,3.66536511520587
1.57542,0,40,4.5207173427357
1.57542,0,50,5.53650831828312
1.57542,0,60,6.65236458122495
1.57542,0,70,7.81248845762744
1.57542,0,80,8.95866854125076
1.57542,0,90,10.0288006431735
1.57542,0,100,10.9755118619024
1.57542,0,110,11.7848584812904
1.57542,0,120,12.457468193155
1.57542,0,130,13.0639171802369
1.57542,0,140,14.4558597120397
1.57542,0,150,26.6235771883808
1.57542,0,160,9.52248784169845
1.57542,0,170,2.48653553332496
1.57542,0,180,1.22832741004264
