"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,6.4659032624974
1.57542,0,-170,9.65674341826825
1.57542,0,-160,56.4964756037329
1.57542,0,-150,12.9522698728048
1.57542,0,-140,14.4358621034127
1.57542,0,-130,18.456611756974
1.57542,0,-120,22.4352470304757
1.57542,0,-110,25.39861460809
1.57542,0,-100,26.1605581442182
1.57542,0,-90,24.3455994556709
1.57542,0,-80,21.2484086857508
1.57542,0,-70,18.1015374803299
1.57542,0,-60,15.3426734504357
1.57542,0,-50,13.0240658933773
1.57542,0,-40,11.1125167563214
1.57542,0,-30,9.58822046263523
1.57542,0,-20,8.45833741535054
1.57542,0,-10,7.74321949715214
1.57542,0,0,7.45962652114689
1.57542,0,10,7.61013778419809
1.57542,0,20,8.18013100878623
1.57542,0,30,9.14155212463162
1.57542,0,40,10.4633534419666
1.57542,0,50,12.126345464467
1.57542,0,60,14.1326423805991
1.57542,0,70,16.4891838971768
1.57542,0,80,19.1309063884065
1.57542,0,90,21.7424559263003
1.57542,0,100,23.5582378085928
1.57542,0,110,23.6039098972393
1.57542,0,120,21.5039602127493
1.57542,0,130,17.7074962218148
1.57542,0,140,13.1579260419726
1.57542,0,150,10.9722737295043
1.57542,0,160,34.4218091016929
1.57542,0,170,8.67633609652114
1.57542,0,180,6.4659032624974
