"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.52018524905584
1.57542,0,-170,3.07513738588404
1.57542,0,-160,7.98140500818477
1.57542,0,-150,47.6301453102206
1.57542,0,-140,13.889133359101
1.57542,0,-130,10.3897806347909
1.57542,0,-120,8.63610746288927
1.57542,0,-110,7.40398794247752
1.57542,0,-100,6.41174049578375
1.57542,0,-90,5.53082631727069
1.57542,0,-80,4.68988801575451
1.57542,0,-70,3.88913908755343
1.57542,0,-60,3.20244202263876
1.57542,0,-50,2.77965024670634
1.57542,0,-40,2.78186792065102
1.57542,0,-30,3.17890518206976
1.57542,0,-20,3.7370410164138
1.57542,0,-10,4.21637612740007
1.57542,0,0,4.45854426250824
1.57542,0,10,4.40311009317625
1.57542,0,20,4.09281208544399
1.57542,0,30,3.6649643187849
1.57542,0,40,3.32242024026571
1.57542,0,50,3.25905290143267
1.57542,0,60,3.53756738646711
1.57542,0,70,4.07051452731584
1.57542,0,80,4.74117912270419
1.57542,0,90,5.4851633432359
1.57542,0,100,6.30772975805835
1.57542,0,110,7.28081457499545
1.57542,0,120,8.54490583511163
1.57542,0,130,10.4637962186766
1.57542,0,140,14.6340188014776
1.57542,0,150,30.739109808213
1.57542,0,160,7.84205554211974
1.57542,0,170,3.74375602858235
1.57542,0,180,4.52018524905584
