"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,7.3044040467944
1.57542,0,-170,10.8878795794885
1.57542,0,-160,26.0886705354052
1.57542,0,-150,10.0960714314435
1.57542,0,-140,12.1187408423107
1.57542,0,-130,16.6187041416995
1.57542,0,-120,21.1249068564907
1.57542,0,-110,24.7322266908446
1.57542,0,-100,25.9677638405664
1.57542,0,-90,24.1996564569678
1.57542,0,-80,20.9713017419703
1.57542,0,-70,17.7141175435365
1.57542,0,-60,14.8883427628536
1.57542,0,-50,12.5323751876106
1.57542,0,-40,10.5994834634103
1.57542,0,-30,9.05820273586972
1.57542,0,-20,7.90683473958962
1.57542,0,-10,7.16128057640003
1.57542,0,0,6.83781836006574
1.57542,0,10,6.94014097265864
1.57542,0,20,7.45383589759584
1.57542,0,30,8.34837251155081
1.57542,0,40,9.58511167111346
1.57542,0,50,11.1266241508086
1.57542,0,60,12.9366677197931
1.57542,0,70,14.9538417547505
1.57542,0,80,17.0210318565174
1.57542,0,90,18.78760532325
1.57542,0,100,19.7284969021755
1.57542,0,110,19.4354246806105
1.57542,0,120,17.8345575300231
1.57542,0,130,15.0865486713869
1.57542,0,140,11.8855113503462
1.57542,0,150,12.041696058494
1.57542,0,160,25.2078728045673
1.57542,0,170,9.14495922567798
1.57542,0,180,7.3044040467944
