"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,3.03204441580698
1.57542,0,-170,3.04720049183477
1.57542,0,-160,10.1594994763783
1.57542,0,-150,30.0564165356512
1.57542,0,-140,14.950231300257
1.57542,0,-130,12.3259156224316
1.57542,0,-120,10.9626182061894
1.57542,0,-110,9.90406739049578
1.57542,0,-100,8.95567349129496
1.57542,0,-90,8.02722457359945
1.57542,0,-80,7.06987490443793
1.57542,0,-70,6.0911874407003
1.57542,0,-60,5.13817776292234
1.57542,0,-50,4.28251148441691
1.57542,0,-40,3.62400641408877
1.57542,0,-30,3.26715530336607
1.57542,0,-20,3.222092602453
1.57542,0,-10,3.34648311012302
1.57542,0,0,3.45970776355156
1.57542,0,10,3.47257870864881
1.57542,0,20,3.42580414000968
1.57542,0,30,3.46126595085285
1.57542,0,40,3.72482131695531
1.57542,0,50,4.25256325094456
1.57542,0,60,4.97331258378076
1.57542,0,70,5.79483335716991
1.57542,0,80,6.6523965708018
1.57542,0,90,7.51645486098908
1.57542,0,100,8.39464834939069
1.57542,0,110,9.32769449051913
1.57542,0,120,10.3811691786036
1.57542,0,130,11.7565943747603
1.57542,0,140,14.5608436233971
1.57542,0,150,34.3764747748499
1.57542,0,160,9.56259920409565
1.57542,0,170,3.58462845533093
1.57542,0,180,3.03204441580697
