"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,3.39343471208602
1.57542,0,-170,2.12347175443144
1.57542,0,-160,7.47985159971415
1.57542,0,-150,42.049507091849
1.57542,0,-140,14.4149605748352
1.57542,0,-130,11.1938848715374
1.57542,0,-120,9.77262401343646
1.57542,0,-110,8.79514482646263
1.57542,0,-100,7.95039331643675
1.57542,0,-90,7.10284369929062
1.57542,0,-80,6.19533189446129
1.57542,0,-70,5.24324243649724
1.57542,0,-60,4.30680905138984
1.57542,0,-50,3.48040462522921
1.57542,0,-40,2.90631930829256
1.57542,0,-30,2.72502001808658
1.57542,0,-20,2.893249043165
1.57542,0,-10,3.17113801641519
1.57542,0,0,3.34094850948426
1.57542,0,10,3.31753619782513
1.57542,0,20,3.15784301699512
1.57542,0,30,3.03781023657166
1.57542,0,40,3.15973082466223
1.57542,0,50,3.59293120607688
1.57542,0,60,4.25037076523777
1.57542,0,70,5.01709573675784
1.57542,0,80,5.81960295526342
1.57542,0,90,6.62525457501766
1.57542,0,100,7.43777739678676
1.57542,0,110,8.30121082980042
1.57542,0,120,9.3140955954808
1.57542,0,130,10.7799101862736
1.57542,0,140,14.1960290150873
1.57542,0,150,32.3138853212421
1.57542,0,160,6.77113202157892
1.57542,0,170,2.52423890656086
1.57542,0,180,3.39343471208602
