"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.59064333628561
1.57542,0,-170,2.18667627388488
1.57542,0,-160,7.28777240851663
1.57542,0,-150,29.167114367247
1.57542,0,-140,11.4446649549556
1.57542,0,-130,8.37959453651115
1.57542,0,-120,6.91667662815472
1.57542,0,-110,5.91179598257781
1.57542,0,-100,5.07824943478123
1.57542,0,-90,4.29089689986108
1.57542,0,-80,3.49495564332774
1.57542,0,-70,2.72320118166338
1.57542,0,-60,2.12536736792499
1.57542,0,-50,1.98321433181036
1.57542,0,-40,2.41006029924815
1.57542,0,-30,3.1334103995526
1.57542,0,-20,3.86483615076226
1.57542,0,-10,4.41194300001345
1.57542,0,0,4.65145934898085
1.57542,0,10,4.53891759994862
1.57542,0,20,4.1226999436597
1.57542,0,30,3.5364915670939
1.57542,0,40,2.97634019797532
1.57542,0,50,2.66437802167841
1.57542,0,60,2.74418009609245
1.57542,0,70,3.16715736344375
1.57542,0,80,3.79137180612262
1.57542,0,90,4.52542653351257
1.57542,0,100,5.36325136598148
1.57542,0,110,6.38168487805301
1.57542,0,120,7.74856640782056
1.57542,0,130,9.90695083643449
1.57542,0,140,14.8750186909453
1.57542,0,150,22.5175964293476
1.57542,0,160,5.95415029329004
1.57542,0,170,3.53649032635936
1.57542,0,180,4.59064333628561
