"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.79414522013669
1.57542,0,-170,3.52360990623745
1.57542,0,-160,9.05012648086172
1.57542,0,-150,32.8148744958406
1.57542,0,-140,14.0253388437749
1.57542,0,-130,10.9234977140537
1.57542,0,-120,9.32471621628354
1.57542,0,-110,8.15673097064766
1.57542,0,-100,7.1891108081943
1.57542,0,-90,6.32944517651204
1.57542,0,-80,5.52577809860879
1.57542,0,-70,4.78172619038958
1.57542,0,-60,4.1592147550141
1.57542,0,-50,3.76444105548024
1.57542,0,-40,3.69919918299204
1.57542,0,-30,3.95863523356376
1.57542,0,-20,4.39350501557702
1.57542,0,-10,4.80183461951959
1.57542,0,0,5.02654475484357
1.57542,0,10,5.00439951561845
1.57542,0,20,4.78023640107122
1.57542,0,30,4.48907663594134
1.57542,0,40,4.30255345305017
1.57542,0,50,4.34713559260731
1.57542,0,60,4.64616223993943
1.57542,0,70,5.14604301632841
1.57542,0,80,5.78471968302663
1.57542,0,90,6.53348165675664
1.57542,0,100,7.41427015173273
1.57542,0,110,8.50882077919734
1.57542,0,120,9.98693946621623
1.57542,0,130,12.336261986982
1.57542,0,140,17.9979994402612
1.57542,0,150,20.8732580611895
1.57542,0,160,6.73474017989003
1.57542,0,170,3.98059283726399
1.57542,0,180,4.79414522013669
