"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.95274592000363
1.57542,0,-170,2.29942815111196
1.57542,0,-160,5.26709231003923
1.57542,0,-150,22.3258901256178
1.57542,0,-140,15.2632995087637
1.57542,0,-130,10.0953834876238
1.57542,0,-120,7.75380298630887
1.57542,0,-110,6.25070191585912
1.57542,0,-100,5.15264948320251
1.57542,0,-90,4.26116282142597
1.57542,0,-80,3.45093308307709
1.57542,0,-70,2.69756909393302
1.57542,0,-60,2.11417164870451
1.57542,0,-50,1.96913157573494
1.57542,0,-40,2.39128264114026
1.57542,0,-30,3.1144665021193
1.57542,0,-20,3.84068441865206
1.57542,0,-10,4.37443068499275
1.57542,0,0,4.5993445873969
1.57542,0,10,4.48110145414812
1.57542,0,20,4.0730361614637
1.57542,0,30,3.50430937853349
1.57542,0,40,2.95669660501705
1.57542,0,50,2.63272733471327
1.57542,0,60,2.67060870868189
1.57542,0,70,3.04136960103891
1.57542,0,80,3.61934072676557
1.57542,0,90,4.31417156069461
1.57542,0,100,5.10672658185052
1.57542,0,110,6.04176557403916
1.57542,0,120,7.23676177353956
1.57542,0,130,9.05546184147736
1.57542,0,140,13.1927978419029
1.57542,0,150,26.0488957611653
1.57542,0,160,5.16042925871081
1.57542,0,170,3.28964603342307
1.57542,0,180,4.95274592000362
