"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,5.91203984653987
1.57542,0,-170,3.23885131354374
1.57542,0,-160,5.48536382594503
1.57542,0,-150,23.0190938091474
1.57542,0,-140,15.4979019999314
1.57542,0,-130,10.5146210585563
1.57542,0,-120,8.26531994132983
1.57542,0,-110,6.81409161466627
1.57542,0,-100,5.74360691581244
1.57542,0,-90,4.88130733177128
1.57542,0,-80,4.12870379849801
1.57542,0,-70,3.47204293289568
1.57542,0,-60,2.99422748587666
1.57542,0,-50,2.85063127318734
1.57542,0,-40,3.12971207103772
1.57542,0,-30,3.71053281408431
1.57542,0,-20,4.36256080164115
1.57542,0,-10,4.87954614141034
1.57542,0,0,5.12502206539571
1.57542,0,10,5.05303760791045
1.57542,0,20,4.71492349437665
1.57542,0,30,4.24151603286566
1.57542,0,40,3.8038453092227
1.57542,0,50,3.55892637735792
1.57542,0,60,3.58851412046141
1.57542,0,70,3.87570461885481
1.57542,0,80,4.35496037506751
1.57542,0,90,4.97855587666856
1.57542,0,100,5.75219471097136
1.57542,0,110,6.74556865187543
1.57542,0,120,8.11373015385943
1.57542,0,130,10.3084522776555
1.57542,0,140,15.511096677506
1.57542,0,150,20.7801299547522
1.57542,0,160,5.3219409013195
1.57542,0,170,4.34809373922001
1.57542,0,180,5.91203984653987
