"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,6.96503064897578
1.57542,0,-170,4.49442970408063
1.57542,0,-160,5.82907321478169
1.57542,0,-150,27.1220903733756
1.57542,0,-140,13.2381249056485
1.57542,0,-130,8.88213334587813
1.57542,0,-120,6.87340587061429
1.57542,0,-110,5.57490632533394
1.57542,0,-100,4.61621364453782
1.57542,0,-90,3.84354371847643
1.57542,0,-80,3.18314424116252
1.57542,0,-70,2.67171116767906
1.57542,0,-60,2.46383971966143
1.57542,0,-50,2.70578020715859
1.57542,0,-40,3.33371561468648
1.57542,0,-30,4.14221759291568
1.57542,0,-20,4.92619318440855
1.57542,0,-10,5.50904990999103
1.57542,0,0,5.76161824729273
1.57542,0,10,5.63645514501753
1.57542,0,20,5.18631372886294
1.57542,0,30,4.54860667712181
1.57542,0,40,3.90850393441136
1.57542,0,50,3.45808875514029
1.57542,0,60,3.33752824055841
1.57542,0,70,3.56331204072022
1.57542,0,80,4.0482483650565
1.57542,0,90,4.70931064500266
1.57542,0,100,5.53521025316365
1.57542,0,110,6.59976711111463
1.57542,0,120,8.08912239325185
1.57542,0,130,10.5613034757225
1.57542,0,140,16.8740145076418
1.57542,0,150,17.3614927061591
1.57542,0,160,5.15453271372916
1.57542,0,170,5.56619669097926
1.57542,0,180,6.96503064897578
