"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.04641133413743
1.57542,0,-170,2.02719844415078
1.57542,0,-160,8.12243519372712
1.57542,0,-150,38.7311163006849
1.57542,0,-140,13.6088573894075
1.57542,0,-130,10.2191434258023
1.57542,0,-120,8.5492172161933
1.57542,0,-110,7.40166502219832
1.57542,0,-100,6.48480871686234
1.57542,0,-90,5.65531329799026
1.57542,0,-80,4.82823773220206
1.57542,0,-70,3.98904712794569
1.57542,0,-60,3.1867513206365
1.57542,0,-50,2.54282503349109
1.57542,0,-40,2.26204851969771
1.57542,0,-30,2.44980672883895
1.57542,0,-20,2.89777515735816
1.57542,0,-10,3.3176226023704
1.57542,0,0,3.5321202535127
1.57542,0,10,3.4829669852023
1.57542,0,20,3.21929968336907
1.57542,0,30,2.88729107589771
1.57542,0,40,2.69795427127882
1.57542,0,50,2.81949602004635
1.57542,0,60,3.24751412056394
1.57542,0,70,3.86258166543525
1.57542,0,80,4.5619190824868
1.57542,0,90,5.29781231640311
1.57542,0,100,6.08018782267741
1.57542,0,110,6.97749360958422
1.57542,0,120,8.118578735228
1.57542,0,130,9.8283400659255
1.57542,0,140,13.5547818268677
1.57542,0,150,35.1014386207858
1.57542,0,160,7.12215492616832
1.57542,0,170,3.32205431815929
1.57542,0,180,4.04641133413744
