"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,2.95072238618182
1.57542,0,-170,2.74728140760004
1.57542,0,-160,9.61549998939326
1.57542,0,-150,34.491132573757
1.57542,0,-140,16.2625249958023
1.57542,0,-130,13.8495927707057
1.57542,0,-120,12.6610895977123
1.57542,0,-110,11.6848817502943
1.57542,0,-100,10.7127445495903
1.57542,0,-90,9.66547539858952
1.57542,0,-80,8.53270457709283
1.57542,0,-70,7.35915890204946
1.57542,0,-60,6.20813734077523
1.57542,0,-50,5.1472542479196
1.57542,0,-40,4.26013678605894
1.57542,0,-30,3.64613136359477
1.57542,0,-20,3.35877432701635
1.57542,0,-10,3.32203570232452
1.57542,0,0,3.3797771177872
1.57542,0,10,3.43726372830634
1.57542,0,20,3.52302664077003
1.57542,0,30,3.74575386790962
1.57542,0,40,4.19136150176511
1.57542,0,50,4.85648986459279
1.57542,0,60,5.67873557765914
1.57542,0,70,6.59051692291614
1.57542,0,80,7.53683251727042
1.57542,0,90,8.47518442743613
1.57542,0,100,9.38662925353623
1.57542,0,110,10.2916979069837
1.57542,0,120,11.2529876749864
1.57542,0,130,12.4748197417338
1.57542,0,140,15.0879849070153
1.57542,0,150,37.4996169421004
1.57542,0,160,9.1030301171191
1.57542,0,170,3.23281698449021
1.57542,0,180,2.95072238618183
