"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,5.9608400876243
1.57542,0,-170,4.03831535775087
1.57542,0,-160,6.63384493169677
1.57542,0,-150,24.8774271916773
1.57542,0,-140,16.7462937140821
1.57542,0,-130,12.2356281438135
1.57542,0,-120,10.214649386418
1.57542,0,-110,8.85615210569228
1.57542,0,-100,7.77530414027711
1.57542,0,-90,6.82739995091833
1.57542,0,-80,5.95213259177847
1.57542,0,-70,5.16302254899322
1.57542,0,-60,4.53405712938224
1.57542,0,-50,4.17642679197576
1.57542,0,-40,4.17916568086016
1.57542,0,-30,4.51221133234541
1.57542,0,-20,5.01007230183431
1.57542,0,-10,5.46330255158348
1.57542,0,0,5.70798834633831
1.57542,0,10,5.67641744616901
1.57542,0,20,5.41321321953709
1.57542,0,30,5.05292520384736
1.57542,0,40,4.76437516004693
1.57542,0,50,4.6806771251131
1.57542,0,60,4.84940331584267
1.57542,0,70,5.24013438774876
1.57542,0,80,5.79415006698782
1.57542,0,90,6.46774923478448
1.57542,0,100,7.25687669565308
1.57542,0,110,8.20850221496689
1.57542,0,120,9.44080958373582
1.57542,0,130,11.3263609991903
1.57542,0,140,15.6842345393554
1.57542,0,150,25.4155879488709
1.57542,0,160,7.24071177651327
1.57542,0,170,4.99581982722788
1.57542,0,180,5.9608400876243
