"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.65102420181967
1.57542,0,-170,2.61346215107062
1.57542,0,-160,7.4646857188152
1.57542,0,-150,59.9460688080388
1.57542,0,-140,13.6615125161941
1.57542,0,-130,10.0732926116288
1.57542,0,-120,8.25650433135915
1.57542,0,-110,6.9588348335136
1.57542,0,-100,5.89975066050833
1.57542,0,-90,4.96505065742274
1.57542,0,-80,4.0984134267644
1.57542,0,-70,3.31515952481583
1.57542,0,-60,2.71615815515384
1.57542,0,-50,2.48353029421541
1.57542,0,-40,2.73114637082473
1.57542,0,-30,3.31368502986729
1.57542,0,-20,3.97131875149462
1.57542,0,-10,4.49026297424964
1.57542,0,0,4.73233473688538
1.57542,0,10,4.64894436563858
1.57542,0,20,4.28847874910697
1.57542,0,30,3.78214712214206
1.57542,0,40,3.3133225580299
1.57542,0,50,3.06999653303787
1.57542,0,60,3.15943597626487
1.57542,0,70,3.54883872156645
1.57542,0,80,4.13694214363159
1.57542,0,90,4.85099132957814
1.57542,0,100,5.67786042302868
1.57542,0,110,6.65840877880109
1.57542,0,120,7.88738303461139
1.57542,0,130,9.65572463095044
1.57542,0,140,13.3390160041063
1.57542,0,150,39.4334187034863
1.57542,0,160,7.10744905612297
1.57542,0,170,3.41072997753806
1.57542,0,180,4.65102420181967
