"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.26939343579118
1.57542,0,-170,3.04207894739084
1.57542,0,-160,9.12630557801857
1.57542,0,-150,30.8014806352568
1.57542,0,-140,14.3740528884361
1.57542,0,-130,11.6715994257186
1.57542,0,-120,10.2937171099718
1.57542,0,-110,9.23225146890293
1.57542,0,-100,8.27941460900581
1.57542,0,-90,7.34989986994629
1.57542,0,-80,6.39978461644221
1.57542,0,-70,5.43799418100474
1.57542,0,-60,4.520797732285
1.57542,0,-50,3.74874547360824
1.57542,0,-40,3.26392990632432
1.57542,0,-30,3.1693756790866
1.57542,0,-20,3.38199679867715
1.57542,0,-10,3.67495152217852
1.57542,0,0,3.85737294824022
1.57542,0,10,3.85808362926715
1.57542,0,20,3.73329204629828
1.57542,0,30,3.63774334969952
1.57542,0,40,3.74115645513995
1.57542,0,50,4.11207344419604
1.57542,0,60,4.69617146634842
1.57542,0,70,5.40364255029077
1.57542,0,80,6.17454629464335
1.57542,0,90,6.99529087826964
1.57542,0,100,7.90613210713001
1.57542,0,110,9.002450606314
1.57542,0,120,10.4434204515591
1.57542,0,130,12.6597904966266
1.57542,0,140,17.8904103268226
1.57542,0,150,21.6983862326127
1.57542,0,160,6.52965658260732
1.57542,0,170,3.43027307767643
1.57542,0,180,4.26939343579119
