"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,5.42918421951934
1.57542,0,-170,4.03761731857336
1.57542,0,-160,8.4417157527567
1.57542,0,-150,50.7160563115853
1.57542,0,-140,15.0809177132169
1.57542,0,-130,11.5379838975385
1.57542,0,-120,9.75742975925901
1.57542,0,-110,8.48343516114088
1.57542,0,-100,7.43932647636153
1.57542,0,-90,6.51808280798347
1.57542,0,-80,5.67845064257654
1.57542,0,-70,4.94313019650356
1.57542,0,-60,4.38083866894174
1.57542,0,-50,4.08029394732094
1.57542,0,-40,4.10421787098879
1.57542,0,-30,4.41971724139215
1.57542,0,-20,4.88352663017201
1.57542,0,-10,5.30865887412943
1.57542,0,0,5.5424797531422
1.57542,0,10,5.52002683515539
1.57542,0,20,5.28469173275673
1.57542,0,30,4.96796807149476
1.57542,0,40,4.73193900248964
1.57542,0,50,4.69675046371156
1.57542,0,60,4.89712560427408
1.57542,0,70,5.30212527759362
1.57542,0,80,5.86567359786903
1.57542,0,90,6.55822668528815
1.57542,0,100,7.38032760742008
1.57542,0,110,8.37534296410716
1.57542,0,120,9.66282108626374
1.57542,0,130,11.6294199823472
1.57542,0,140,16.1367552620051
1.57542,0,150,25.0249879071026
1.57542,0,160,7.06010677332062
1.57542,0,170,4.25633298934966
1.57542,0,180,5.42918421951935
