"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,3.62551648830474
1.57542,0,-170,3.00446155457369
1.57542,0,-160,10.1135045414524
1.57542,0,-150,26.8903875417887
1.57542,0,-140,14.4932978225004
1.57542,0,-130,12.2029078047454
1.57542,0,-120,11.0089953873792
1.57542,0,-110,10.0373616545455
1.57542,0,-100,9.11414016235926
1.57542,0,-90,8.16638868016007
1.57542,0,-80,7.16090548417451
1.57542,0,-70,6.11499851303796
1.57542,0,-60,5.08250953039681
1.57542,0,-50,4.14472241537607
1.57542,0,-40,3.41785373158937
1.57542,0,-30,3.02812507540954
1.57542,0,-20,2.9904621620537
1.57542,0,-10,3.13784599348708
1.57542,0,0,3.27049137518621
1.57542,0,10,3.30138948268887
1.57542,0,20,3.28389601048871
1.57542,0,30,3.36800810724696
1.57542,0,40,3.68738616125406
1.57542,0,50,4.25340447181754
1.57542,0,60,4.98427188385949
1.57542,0,70,5.79433442503503
1.57542,0,80,6.63182878798231
1.57542,0,90,7.48340919382281
1.57542,0,100,8.38304580736409
1.57542,0,110,9.41713486157973
1.57542,0,120,10.7249079373324
1.57542,0,130,12.6629042782134
1.57542,0,140,17.0443724675111
1.57542,0,150,25.3500945348539
1.57542,0,160,7.22077620230588
1.57542,0,170,3.10276217082813
1.57542,0,180,3.62551648830475
