"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.41918728866957
1.57542,0,-170,2.57678413087924
1.57542,0,-160,7.87332918033208
1.57542,0,-150,46.0466808322479
1.57542,0,-140,13.9462498137277
1.57542,0,-130,10.4550309839712
1.57542,0,-120,8.67291518003406
1.57542,0,-110,7.38565544541958
1.57542,0,-100,6.32179772577639
1.57542,0,-90,5.36975446457963
1.57542,0,-80,4.47351344546626
1.57542,0,-70,3.64304816505384
1.57542,0,-60,2.9614103225344
1.57542,0,-50,2.59017404113395
1.57542,0,-40,2.67916461196025
1.57542,0,-30,3.14954537528882
1.57542,0,-20,3.74560847332747
1.57542,0,-10,4.23524544267527
1.57542,0,0,4.47071880634247
1.57542,0,10,4.40073742242749
1.57542,0,20,4.07437047583291
1.57542,0,30,3.62706917225798
1.57542,0,40,3.24825962514023
1.57542,0,50,3.11961410546642
1.57542,0,60,3.31715245247628
1.57542,0,70,3.78188252088208
1.57542,0,80,4.41409288402747
1.57542,0,90,5.15157455414021
1.57542,0,100,5.98736009649542
1.57542,0,110,6.9631932895238
1.57542,0,120,8.16923639366549
1.57542,0,130,9.87960376498344
1.57542,0,140,13.4023625289312
1.57542,0,150,51.7422689543322
1.57542,0,160,7.4852418807921
1.57542,0,170,3.35098581656837
1.57542,0,180,4.41918728866958
