"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.14108103324518
1.57542,0,-170,2.09947713545849
1.57542,0,-160,7.21114263916501
1.57542,0,-150,59.0952648954433
1.57542,0,-140,13.4537984319236
1.57542,0,-130,10.0525110908531
1.57542,0,-120,8.41069754956664
1.57542,0,-110,7.25292289976315
1.57542,0,-100,6.28349194653548
1.57542,0,-90,5.37610027090421
1.57542,0,-80,4.47282059902226
1.57542,0,-70,3.58760319101711
1.57542,0,-60,2.80678789462632
1.57542,0,-50,2.31305684553033
1.57542,0,-40,2.32623040986178
1.57542,0,-30,2.79244369198439
1.57542,0,-20,3.40778455210129
1.57542,0,-10,3.91527402465728
1.57542,0,0,4.16187083645785
1.57542,0,10,4.09072347118552
1.57542,0,20,3.74245876899721
1.57542,0,30,3.25034069420371
1.57542,0,40,2.82741486312426
1.57542,0,50,2.71413878964813
1.57542,0,60,3.01471066255233
1.57542,0,70,3.6206073104605
1.57542,0,80,4.38126853463055
1.57542,0,90,5.21478335651755
1.57542,0,100,6.11243422934988
1.57542,0,110,7.12583096063983
1.57542,0,120,8.36712456976414
1.57542,0,130,10.159567877802
1.57542,0,140,14.0220061311347
1.57542,0,150,31.6018016947097
1.57542,0,160,7.0055035765666
1.57542,0,170,3.25076617948618
1.57542,0,180,4.14108103324517
