"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,3.89707701488662
1.57542,0,-170,3.08152665706812
1.57542,0,-160,9.74493693833213
1.57542,0,-150,26.7980433889529
1.57542,0,-140,13.6924923113024
1.57542,0,-130,11.1790862641982
1.57542,0,-120,9.87172928128923
1.57542,0,-110,8.85812476144929
1.57542,0,-100,7.95021343850199
1.57542,0,-90,7.065509367232
1.57542,0,-80,6.15913715354159
1.57542,0,-70,5.24074416618132
1.57542,0,-60,4.36983188533713
1.57542,0,-50,3.65153449456762
1.57542,0,-40,3.22913956484641
1.57542,0,-30,3.19383593262348
1.57542,0,-20,3.44666990983212
1.57542,0,-10,3.76011607853152
1.57542,0,0,3.9482101596918
1.57542,0,10,3.93961840399835
1.57542,0,20,3.784786703708
1.57542,0,30,3.63149491139819
1.57542,0,40,3.65303429699632
1.57542,0,50,3.93798041485278
1.57542,0,60,4.45020495734829
1.57542,0,70,5.10273776934284
1.57542,0,80,5.82737423859647
1.57542,0,90,6.59516924668453
1.57542,0,100,7.42535797343554
1.57542,0,110,8.38852113399307
1.57542,0,120,9.60823081271478
1.57542,0,130,11.4153830423814
1.57542,0,140,15.4259868116101
1.57542,0,150,28.7379461763187
1.57542,0,160,7.4824887297667
1.57542,0,170,3.41745859138292
1.57542,0,180,3.89707701488662
