"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.58334531428805
1.57542,0,-170,1.74432574557119
1.57542,0,-160,6.24752962003883
1.57542,0,-150,26.6818725116203
1.57542,0,-140,15.094593591817
1.57542,0,-130,10.5995617715546
1.57542,0,-120,8.52036388371741
1.57542,0,-110,7.16221078972125
1.57542,0,-100,6.13976500803452
1.57542,0,-90,5.27963554903872
1.57542,0,-80,4.47661047109678
1.57542,0,-70,3.70414143439472
1.57542,0,-60,3.0198552393487
1.57542,0,-50,2.57455160779773
1.57542,0,-40,2.55509121915856
1.57542,0,-30,2.94645582012106
1.57542,0,-20,3.49986154156575
1.57542,0,-10,3.96821069252854
1.57542,0,0,4.19961287745377
1.57542,0,10,4.14345187398853
1.57542,0,20,3.84789616375764
1.57542,0,30,3.44666735032739
1.57542,0,40,3.12751601588249
1.57542,0,50,3.06297907480281
1.57542,0,60,3.30919274611137
1.57542,0,70,3.79535447473033
1.57542,0,80,4.42464071970183
1.57542,0,90,5.14282556580084
1.57542,0,100,5.9568005652723
1.57542,0,110,6.93838089998312
1.57542,0,120,8.23742672727897
1.57542,0,130,10.2633757931959
1.57542,0,140,14.9229034996638
1.57542,0,150,23.2691022187574
1.57542,0,160,5.4693535856969
1.57542,0,170,3.11619240074174
1.57542,0,180,4.58334531428805
