"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,2.71546034841039
1.57542,0,-170,3.40817017777371
1.57542,0,-160,11.3215285007674
1.57542,0,-150,25.4185447525076
1.57542,0,-140,15.0155454294148
1.57542,0,-130,13.034137137378
1.57542,0,-120,11.9666057941299
1.57542,0,-110,11.0434641570811
1.57542,0,-100,10.1157665285609
1.57542,0,-90,9.12072640799929
1.57542,0,-80,8.0473014149201
1.57542,0,-70,6.93601434044147
1.57542,0,-60,5.84736142899405
1.57542,0,-50,4.847688255181
1.57542,0,-40,4.02054650299565
1.57542,0,-30,3.46428879712165
1.57542,0,-20,3.22519725763235
1.57542,0,-10,3.21634659923538
1.57542,0,0,3.2788599362984
1.57542,0,10,3.32203797414656
1.57542,0,20,3.37861436241719
1.57542,0,30,3.5622495697429
1.57542,0,40,3.96561594050291
1.57542,0,50,4.5896819012098
1.57542,0,60,5.37200574213891
1.57542,0,70,6.24264596917227
1.57542,0,80,7.14365480196163
1.57542,0,90,8.03057412423735
1.57542,0,100,8.8838822446856
1.57542,0,110,9.71888373462563
1.57542,0,120,10.574199946048
1.57542,0,130,11.5874502393728
1.57542,0,140,13.6268422544217
1.57542,0,150,24.9155289223665
1.57542,0,160,10.7354077821644
1.57542,0,170,3.68900075804855
1.57542,0,180,2.71546034841039
