"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,6.98339653046389
1.57542,0,-170,4.305739666022
1.57542,0,-160,3.53368291132424
1.57542,0,-150,19.180578980008
1.57542,0,-140,14.6024409881739
1.57542,0,-130,9.11486218228103
1.57542,0,-120,6.72641534249357
1.57542,0,-110,5.20595022407732
1.57542,0,-100,4.08919686106052
1.57542,0,-90,3.20825522674704
1.57542,0,-80,2.50680259763677
1.57542,0,-70,2.07671442350339
1.57542,0,-60,2.13191417352944
1.57542,0,-50,2.70071669681534
1.57542,0,-40,3.56485213448807
1.57542,0,-30,4.51238818801933
1.57542,0,-20,5.36937932679533
1.57542,0,-10,5.97767815141973
1.57542,0,0,6.21792967180431
1.57542,0,10,6.05057193296642
1.57542,0,20,5.53414581268007
1.57542,0,30,4.80356127102055
1.57542,0,40,4.02721397363471
1.57542,0,50,3.37425704160405
1.57542,0,60,2.99674430847621
1.57542,0,70,2.98827565350714
1.57542,0,80,3.3314911086385
1.57542,0,90,3.94984409354895
1.57542,0,100,4.81506875731748
1.57542,0,110,5.99115749878443
1.57542,0,120,7.67193809584796
1.57542,0,130,10.4908218453232
1.57542,0,140,18.0562947963072
1.57542,0,150,14.716457205146
1.57542,0,160,3.23731650174933
1.57542,0,170,4.93048336204743
1.57542,0,180,6.98339653046389
