"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,2.84044259179382
1.57542,0,-170,2.41139230829187
1.57542,0,-160,9.31074887904599
1.57542,0,-150,41.2610224930729
1.57542,0,-140,15.4915108327262
1.57542,0,-130,12.4282493360889
1.57542,0,-120,10.9475567152398
1.57542,0,-110,9.85871147688519
1.57542,0,-100,8.89268014565758
1.57542,0,-90,7.93291723670644
1.57542,0,-80,6.92438754078369
1.57542,0,-70,5.87428099801551
1.57542,0,-60,4.83050445432359
1.57542,0,-50,3.87154524787097
1.57542,0,-40,3.12217708119272
1.57542,0,-30,2.73463637284018
1.57542,0,-20,2.73410902642883
1.57542,0,-10,2.92088791959726
1.57542,0,0,3.06859915837823
1.57542,0,10,3.0877769949989
1.57542,0,20,3.04094983920568
1.57542,0,30,3.09448296020098
1.57542,0,40,3.39708451436632
1.57542,0,50,3.95874676399088
1.57542,0,60,4.68658688898344
1.57542,0,70,5.4864773371098
1.57542,0,80,6.299122300854
1.57542,0,90,7.09767425489803
1.57542,0,100,7.88991525616274
1.57542,0,110,8.72211279978853
1.57542,0,120,9.68096645852373
1.57542,0,130,11.0191028304237
1.57542,0,140,14.013082903187
1.57542,0,150,50.8371726706635
1.57542,0,160,8.09544865368083
1.57542,0,170,2.8623162625289
1.57542,0,180,2.84044259179382
