"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,5.73239154718101
1.57542,0,-170,3.66781959940811
1.57542,0,-160,6.01519300849522
1.57542,0,-150,24.7369069316462
1.57542,0,-140,15.4376526306766
1.57542,0,-130,10.9437082846577
1.57542,0,-120,8.93581309202542
1.57542,0,-110,7.61725087921112
1.57542,0,-100,6.60274581341545
1.57542,0,-90,5.74260951310734
1.57542,0,-80,4.9693525229275
1.57542,0,-70,4.29787129732538
1.57542,0,-60,3.81700208186549
1.57542,0,-50,3.65192946721754
1.57542,0,-40,3.86842549822595
1.57542,0,-30,4.38071621488248
1.57542,0,-20,4.99305307532388
1.57542,0,-10,5.49807713952876
1.57542,0,0,5.74092502237232
1.57542,0,10,5.66130703028065
1.57542,0,20,5.31275222636494
1.57542,0,30,4.84460739568165
1.57542,0,40,4.44892051524374
1.57542,0,50,4.28486353955357
1.57542,0,60,4.41126864711025
1.57542,0,70,4.78839212726401
1.57542,0,80,5.34624937635613
1.57542,0,90,6.04057373535655
1.57542,0,100,6.87297195221293
1.57542,0,110,7.89802024357862
1.57542,0,120,9.25681721640633
1.57542,0,130,11.4070296941333
1.57542,0,140,16.6481120746503
1.57542,0,150,20.6111859015251
1.57542,0,160,5.72598944452001
1.57542,0,170,4.27353553431114
1.57542,0,180,5.73239154718101
