"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,2.13037902942406
1.57542,0,-170,3.82442770051288
1.57542,0,-160,13.2572741435804
1.57542,0,-150,24.3729242748898
1.57542,0,-140,16.2177586294629
1.57542,0,-130,14.4784774719358
1.57542,0,-120,13.4542867201305
1.57542,0,-110,12.5003475272062
1.57542,0,-100,11.4853172450097
1.57542,0,-90,10.3584960733297
1.57542,0,-80,9.13418287029584
1.57542,0,-70,7.87887816411829
1.57542,0,-60,6.66518055258003
1.57542,0,-50,5.55524640133002
1.57542,0,-40,4.61605389020902
1.57542,0,-30,3.92722487238338
1.57542,0,-20,3.5405884556771
1.57542,0,-10,3.41196227881168
1.57542,0,0,3.42174937692957
1.57542,0,10,3.49007192877589
1.57542,0,20,3.64316575456498
1.57542,0,30,3.972234599733
1.57542,0,40,4.53239002173511
1.57542,0,50,5.29243345973249
1.57542,0,60,6.17546206472593
1.57542,0,70,7.11089078942578
1.57542,0,80,8.05084881181507
1.57542,0,90,8.96760281075212
1.57542,0,100,9.85305084515635
1.57542,0,110,10.7125598597817
1.57542,0,120,11.5439854420869
1.57542,0,130,12.3939877525748
1.57542,0,140,13.8541572776772
1.57542,0,150,21.2118823364752
1.57542,0,160,12.4421850103547
1.57542,0,170,3.70528360684545
1.57542,0,180,2.13037902942407
