"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,2.57410401910325
1.57542,0,-170,2.22215681889523
1.57542,0,-160,11.0121427617763
1.57542,0,-150,21.1549153328135
1.57542,0,-140,12.2585436693658
1.57542,0,-130,10.1082896179764
1.57542,0,-120,8.9152507271628
1.57542,0,-110,7.95302944344885
1.57542,0,-100,7.07472432112826
1.57542,0,-90,6.21847956496971
1.57542,0,-80,5.35100467558455
1.57542,0,-70,4.4834426160841
1.57542,0,-60,3.67054597525498
1.57542,0,-50,3.01593676271272
1.57542,0,-40,2.67544676062791
1.57542,0,-30,2.74495473077966
1.57542,0,-20,3.09224847933927
1.57542,0,-10,3.46532023326996
1.57542,0,0,3.6766118352688
1.57542,0,10,3.65347692344161
1.57542,0,20,3.43766011465963
1.57542,0,30,3.1696630574183
1.57542,0,40,3.04334679359012
1.57542,0,50,3.20313000508354
1.57542,0,60,3.65133182375373
1.57542,0,70,4.29759624965362
1.57542,0,80,5.05596510294774
1.57542,0,90,5.88057991140513
1.57542,0,100,6.77738674160769
1.57542,0,110,7.81037691667366
1.57542,0,120,9.10617666499393
1.57542,0,130,11.009305312774
1.57542,0,140,15.1552462222157
1.57542,0,150,28.8660590374312
1.57542,0,160,7.50824721035125
1.57542,0,170,2.51159214836981
1.57542,0,180,2.57410401910326
