"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,5.86031071513066
1.57542,0,-170,3.68003238709908
1.57542,0,-160,6.41652767359382
1.57542,0,-150,28.1449940979755
1.57542,0,-140,14.6413351302735
1.57542,0,-130,10.4213602763407
1.57542,0,-120,8.45732210187698
1.57542,0,-110,7.14888369278651
1.57542,0,-100,6.13487522257394
1.57542,0,-90,5.2742513371735
1.57542,0,-80,4.51237616210387
1.57542,0,-70,3.87288002849086
1.57542,0,-60,3.44327763507995
1.57542,0,-50,3.33944797076744
1.57542,0,-40,3.61216419563019
1.57542,0,-30,4.16502961944852
1.57542,0,-20,4.80503106920071
1.57542,0,-10,5.33412938942836
1.57542,0,0,5.60574294434219
1.57542,0,10,5.56153147824863
1.57542,0,20,5.24517170679254
1.57542,0,30,4.7826062641773
1.57542,0,40,4.33781420745368
1.57542,0,50,4.06158163293398
1.57542,0,60,4.04444615698174
1.57542,0,70,4.29456146347491
1.57542,0,80,4.76324285903597
1.57542,0,90,5.39487530625399
1.57542,0,100,6.16467946721449
1.57542,0,110,7.09681638221259
1.57542,0,120,8.28570865878552
1.57542,0,130,10.0544756687931
1.57542,0,140,13.9345019816484
1.57542,0,150,30.6829925552018
1.57542,0,160,6.84063757888336
1.57542,0,170,4.53073663683701
1.57542,0,180,5.86031071513066
